3QI9WAYOGQB8GQIR4MDIEF0D2RLS67,0.1095813095233007
3T8DUCXY0N6WD9X4RTLK8UN1U929TF,0.1194598552721915
3I7KR83SNADXAQ7HXK7S7305BYB9KD,0.1182011259989138
3BO3NEOQM0HK9ERYPN0GQIWCPC4IAQ,0.11150671923510946
3Y3CZJSZ9KT0W7I0KE38WZHHKSW5RH,0.07034475202621931
3566S7OX5DJRQ6X2AD3QOSD072T712,0.0801980653384079
3MJ28H2Y1E8XZUQKSMM424CC977O5Q,0.07163772765277315
3JMQI2OLFZ5ALM516D4ALR0ZWEVDN3,0.08264907902057766
33J5JKFMK6YX6RGWTGQFCC9SACT3QI,0.08512921445586957
3VQTAXTYN3LU1FRQPIPQ4W4T1PBUB4,0.19586123961932403
3MZ3TAMYTLNC8VDFRYM2L8LMPGXRIC,0.2009754780087864
38G0E1M85M59ATPWUZGQ58Y04HXUVG,0.20879837591332598
3LN50BUKPVBTMJ56Z9FQ8TDZ52YLPN,0.19262450970839443
3MJ28H2Y1E8XZUQKSMM424CC95C5O8,0.20543800305458368
3CMV9YRYP31X08284WA6BXRNW3XLJS,0.16303808144793414
3VAOOVPI3ZS3VYQ87HMJRC4F0SXLLP,0.17756977095881585
32204AGAABCLNATH55A5MS60NU7HGD,0.17980412464525414
3511RHPADVEEYWLLC1JFDODE6KLLRE,0.18833936954482305
3NRZ1LDP7W6DR8MAEA6ZG8OXKBBZPP,0.16785409168625026
36D1BWBEHN1H0UMLXN5TCTKVUXW2MJ,0.19603293007499872
3L1EFR8WWT5MU4F3W9GVRQ8032UF9H,0.21899620387368457
3XD2A6FGFNUVY9KP2TGUYPRFSSTS9I,0.21278322665169863
351S7I5UG9WNO85TG9QLOPVC1W1NJW,0.12253001465154723
3IH9TRB0FBZOFQEYT47NFH39LI41IR,0.15444971428624882
3ODOP6T3ASK1W4XFRJ5XQZ3V84B24K,0.2661665217685224
3E22YV8GG16JAJ8RBMV5LLHOAVXPNO,0.259161068854929
3TRB893CSJAOULN5SWOTVFH69R6G75,0.2682163043297704
3B0MCRZMBRUJD4K4R18XPAMJAAYPPK,0.2873203635057705
3V8JSVE8YYQ9PRNF9AO58PGR08SEYB,0.29099788017449807
3IZVJEBJ6AK5H245ZE7QA8XGP6FZ6D,0.19283692287259388
35ZRNT9RUIYULF3GE3YBN7ESVBGO30,0.16097419039471728
3P4C70TRMRHN96C7WQP3EKZ74BBLGJ,0.16777449770413205
3UUIU9GZC55DCMVSO383WEIZ8FOT5H,0.2152725787648484
3JAOYN9IHL25ZQAUV5EJZ4GH0KF33F,0.2148425065706589
3OYHVNTV5TY0HDBNZ9QA4TVU6VPOKU,0.2100137099691117
3SSN80MU8CONBMPF00D6N6MNIZBXKP,0.2131143144144592
373L46LKP76MG2KQJWY5WXE873MJKH,0.20796608769252425
33NKDW9FFXI5SODR8NW8ZN9FDQGXCQ,0.14512239803172766
3NZ1E5QA6Z1DG01BOHHIWKCD28JB54,0.14143365221965865
3XUSYT70IT170QDU572CAF4MOLK0DF,0.1548430455255498
371Q3BEXDH9A40226RATBDT87VIZS5,0.27392115658784866
3IKDQS3DQE082TOW91W7WDM0PFPICS,0.26892151841852013
3SCKNODZ0XGU4D4RF01OLZQ3A3S7N4,0.3485124856081561
